PMID	Sentence	Dictionary Name	Position	True	False
21120954	Genomic analyses revealed that in the human genome, 3' ss matching the SMN1/2 ESS motif region are much less abundant than 3' ss with a disrupted ESS motif.	ESS	146 149	0	1
21120954	This indicates that this ESS may be a general splicing inhibitory motif, which binds hnRNP A1 and inhibits exon inclusion by binding to 3' ss harboring this ESS motif.	ESS	25 28	0	1
21120954	This indicates that this ESS may be a general splicing inhibitory motif, which binds hnRNP A1 and inhibits exon inclusion by binding to 3' ss harboring this ESS motif.	ESS	157 160	0	1
21121031	We then constructed separate BMD and NSD networks to study dynamics over time.	BMD	29 32	1	0
21121031	We then constructed separate BMD and NSD networks to study dynamics over time.	NSD	37 40	1	0
21121031	We found that the BMD network has evolved into a large, decentralized topology and does not distinctly reflect the five diseases by which it was defined, while the NSD network does, though other diseases and sub-phenotypes have emerged as areas of research.	BMD	18 21	1	0
21121031	We found that the BMD network has evolved into a large, decentralized topology and does not distinctly reflect the five diseases by which it was defined, while the NSD network does, though other diseases and sub-phenotypes have emerged as areas of research.	NSD	164 167	1	0
21121084	Lessons from the swine flu: pandemic, panic and/or pandemonium?	flu	23 26	1	0
21121084	The 2009 pandemic of swine-origin A/H1N1 influenza (swine flu) spread rapidly in Australia and there was a prolonged winter outbreak lasting 18 weeks.	flu	58 61	1	0
21121084	For Australian children, the case fatality rate of swine flu was no higher than for severe seasonal influenza.	flu	57 60	1	0
21121084	Because of the high number of children infected with swine flu, however, there were more children admitted to hospital than usual and more children died.	flu	59 62	1	0
21121084	Pregnant women were at high risk of severe swine flu and seven pregnant women and seven of their babies died.	flu	49 52	1	0
21121205	Inadequate correction of hypoxemia due to co-morbid condition like COPD, asthma, obesity, hypothyroidism was the main responsible factor (49.28%).	COPD	67 71	1	0
21121524	Adolescent with a diffuse, progressive rash.	rash	39 43	1	0
21121556	Onset is heralded by worsening symptoms of acute mountain sickness, progressing to ataxia and eventually to coma and death if not treated.	coma	108 112	1	0
21121647	High-precision quantum chemical calculations have been performed for atmospherically important halomethane derivatives including CF, CF(3), CHF(2), CH(2)F, CF(2), CF(4), CHF, CHF(3), CH(3)F, CH(2)F(2), CCl, CCl(3), CHCl(2), CH(2)Cl, CCl(2), CCl(4), CHCl, CHCl(3), CH(3)Cl, CH(2)Cl(2), CHFCl, CF(2)Cl, CFCl(2), CFCl, CFCl(3), CF(2)Cl(2), CF(3)Cl, CHFCl(2), CHF(2)Cl, and CH(2)FCl.	CHF	170 173	1	0
21121651	It was recently shown that compound K, an intestinal bacterial metabolite of ginseng saponin, exhibits antihepatocellular carcinoma (HCC) activity, and Bid is a potential drug target for HCC therapy.	HCC	187 190	1	0
21121651	Compound k dramatically inhibited HCC cells growth in concentration- and time-dependent manners, and a high dose of compound k could induce HCC cell apoptotic cell death.	HCC	140 143	1	0
21121651	At the molecular level, immunohistochemical staining revealed that Bid expression in subcutaneous tumor and liver metastasis tissues decreased dramatically in CK-treated groups compared to untreated controls, which also implies that Bid may play a critical role in the growth and progression of HCC.	HCC	295 298	1	0
21121651	Taken together, the results not only reveal a Bid-mediated mitochondrial pathway in HCC cells induced by compound k but also suggest that compound k may become a potential cytotoxic drug targeting Bid in the prevention and treatment of HCC.	HCC	236 239	1	0
21121809	The aqueous levels of MCP-1 and IP-10 were elevated in eyes with severe NPDR and PDR compared to eyes with less severe DR and eyes of nondiabetic subjects.	PDR	81 84	1	0
21121809	The aqueous levels of VEGF were markedly elevated in eyes with PDR that had not received PRP compared to eyes with severe NPDR.	PDR	63 66	1	0
21121809	Eyes with PDR that had received PRP treatment showed higher MCP-1 and IP-10 levels than eyes with PDR that had not received PRP treatment.	PDR	10 13	1	0
21121809	Eyes with PDR that had received PRP treatment showed higher MCP-1 and IP-10 levels than eyes with PDR that had not received PRP treatment.	PDR	98 101	1	0
21121809	CONCLUSIONS: Elevation of MCP-1, IP-10, and IL-8 levels in eyes with severe NPDR suggests that inflammatory change precedes the development of neovascularization in PDR.	PDR	165 168	1	0
21121860	And (2) a form of nonorthodox quantum theoretical entanglement (called PPR entanglement) between the patient, practitioner, and remedy.	PPR	71 74	0	1
21121907	The PCA including the VABS-II accounted for 78.4% of variance, with four components: Developmental Level, Pain Behaviour, Motor Development, and Chronological Age.	PCA	4 7	0	1
21121907	The PCA that included the pediatric evaluation of disability inventory accounted for 69.4% of variance, with three corresponding components: Pain Behaviour, Developmental Level, and Chronological Age.	PCA	4 7	0	1
21121945	OBJECTIVES: To conduct a community-based, postpartum depression (PPD) screening initiative, and recommend PPD screening practices.	PPD	106 109	1	0
21121945	METHODS: The Agency for Healthcare Research and Quality framework was implemented by identifying a cohort of mothers and conducting PPD screening followed by diagnostic evaluation of those with positive screens.	PPD	132 135	1	0
21121945	Mothers in the postpartum period were recruited from two academic medical centers and screened for PPD at 4 to 6 weeks postpartum by telephone or mail using the Edinburgh Postnatal Depression Scale .	PPD	99 102	1	0
21121945	Elevated PPD scores were not associated with age or parity.	PPD	9 12	1	0
21121945	Race/ethnicity identification other than White and having less than high school education were associated with higher PPD scores.	PPD	118 121	1	0
21121945	CONCLUSIONS: The and quality framework was effective in guiding a large-scale PPD screening initiative by identifying mothers at risk for PPD.	PPD	78 81	1	0
21121945	CONCLUSIONS: The and quality framework was effective in guiding a large-scale PPD screening initiative by identifying mothers at risk for PPD.	PPD	138 141	1	0
21122030	BACKGROUND AND OBJECTIVE: Increased pulmonary arterial pressure usually coexists with impaired lung function in IPF.	IPF	112 115	1	0
21122030	Data on the effect of pulmonary hypertension on cardiopulmonary responses during exercise in IPF patients is very limited.	IPF	93 96	1	0
21122030	We sought to investigate the impact of pulmonary hypertension on exercise capacity and the correlation between systolic pulmonary arterial pressure and pulmonary function testing, as well as cardiopulmonary exercise parameters, in patients with IPF and pulmonary hypertension.	IPF	245 248	1	0
21122030	METHODS: Eighty-one consecutive patients with IPF, who were evaluated over a 6-year period, were retrospectively studied.	IPF	46 49	1	0
21122030	In IPF patients with pulmonary hypertension, estimated spulmonary arterial pressure correlated with peak O(2) uptake, anaerobic threshold, peak O(2) pulse and end-tidal CO(2) at anaerobic threshold, while the strongest correlation was between systolic pap and ventilatory equivalent for CO(2) at anaerobic threshold (r = 0.611, P < 0.001).	IPF	3 6	1	0
21122030	CONCLUSIONS: pulmonary hypertension has a negative impact on exercise capacity in IPF patients.	IPF	82 85	1	0
21122030	In IPF patients with pulmonary hypertension, resting spulmonary arterial pressure correlated with exercise parameters indicative of gas exchange and circulatory impairment, but not with defective lung mechanics.	IPF	3 6	1	0
21122117	BACKGROUND: A twin study design was used to assess the degree to which additive genetic variance influences ADHD symptom scores across two ages during infancy.	ADHD	108 112	1	0
21122117	A composite measure of ADHD symptoms from two parent-rating scales: The Child Behavior Checklist/1.5 - 5 years (CBCL) hyperactivity scale and the Revised Rutter Parent Scale for Preschool Children was used for both quantitative and molecular genetic analyses.	ADHD	23 27	1	0
21122117	RESULTS: At ages 2 and 3 ADHD symptoms are highly heritable (h2 = 0.79 and 0.78, respectively) with a high level of genetic stability across these ages.	ADHD	25 29	1	0
21122117	CONCLUSIONS: ADHD symptoms are heritable at ages 2 and 3.	ADHD	13 17	1	0
21122149	METHODS: Graded doses of sodium nitroprusside (SNP, 0.2 to 0.8 mug x min(-1) x dL(-1) forearm), substance P (0.2 to 0.8 pmol x min(-1) x dL(-1) forearm) and N(G)-monomethyl-L-arginine (L-NMMA, 0.1 to 0.4 mumol x min(-1) x dL(-1) forearm) were infused into the brachial artery of 16 migraine patients with or without aura during a headache-free interval and 16 age- and sex-matched subjects without a history of migraine.	aura	316 320	1	0
21122153	Adjusted RRs were calculated adjusting for propensity score and medical indications.	RRs	9 12	0	1
21122189	Getting the hang of it: preferential gist over verbatim story recall and the roles of attentional capacity and the episodic buffer in Alzheimer disease.	gist	37 41	0	1
21122189	The current study investigated how measures of attention were associated to verbatim recall (exact reproduction) or gist recall (relevant semantic meaning).	gist	116 120	0	1
21122189	A group X response interaction revealed more gist than verbatim recall in alzheimer disease, but those with mild disease generated approximately the same number gist responses as controls.	gist	45 49	0	1
21122189	A group X response interaction revealed more gist than verbatim recall in alzheimer disease, but those with mild disease generated approximately the same number gist responses as controls.	gist	161 165	0	1
21122189	In alzheimer disease, gist units were positively correlated with digits forward, but inversely related to the california verbal learning test ii primacy region items, suggesting reliance on low-level capacity resources.	gist	22 26	0	1
21122189	Possible explanations of the impaired performance in alzheimer disease may be a bias in favor of gist processing, poor verbatim encoding, and/or processing failure at the level of the episodic buffer.	gist	97 101	0	1
21122190	The impact of length of coma on Letter Fluency performance but not Category Switching was mediated at least in part by processing speed.	coma	24 28	1	0
21122408	The MVD and alpha-SMA expressions of the treatment groups were less than that of the model group (P < 0.05).	MVD	4 7	0	1
21122415	CONCLUSION: The postoperational survival rate of HCC patients is low.	HCC	49 52	1	0
21122484	This study assessed the impact of Pinus radiata (D. Don) genetically modified by biolistic insertion of the LEAFY and nptII genes on rhizosphere microbial communities of field grown trees.	Don	52 55	0	1
21122518	CONCLUSION: One in four IBD patients in Italy use complementary and alternative medicines.	IBD	24 27	1	0
21122522	We aimed to prospectively assess the safety and tolerance of infliximab infusion in patients with IBD in a specialized unit adhering to strict standard operation procedures including switch to accelerated 1h infusions.	IBD	98 101	1	0
21122522	METHODS: A prospective audit of a referral center IBD infusion unit was performed.	IBD	50 53	1	0
21122522	CONCLUSIONS: A dedicated IBD infusion unit can achieve high quality of care and shortened 1h infliximab infusions are well tolerated in patients with scheduled maintenance therapy.	IBD	25 28	1	0
21122530	The overall objective was to better understand and explore primary non response and loss of response to anti-TNF agents in IBD.	IBD	123 126	1	0
21122539	The health care cost of intravenous iron treatment in IBD patients depends on the economic evaluation perspective.	IBD	54 57	1	0
21122539	BACKGROUND AND AIM: Anemia is common in IBD patients and intravenous iron treatment is preferred.	IBD	40 43	1	0
21122539	METHODS: Based on data from 111 IBD patients treated with intravenous iron in an outpatient setting health care costs were evaluated by means of Budget Impact Analysis, Cost Effective Analysis and Cost Benefit Analysis.	IBD	32 35	1	0
21122539	CONCLUSION: Both the Cost Effective Analysis and the Cost Benefit Analysis showed clearly that iron carboxymaltose is a more cost effective way of giving intravenous iron than iron sucrose in IBD patients.	IBD	192 195	1	0
21122540	METHODS: A systematic review of all patients with UC diagnosed in Oxford was performed to assess the prevalence of ASC defined by Truelove and Witts' criteria and determine whether outcome is related to disease activity on admission, likelihood of recurrence and long-term prognosis.	ASC	115 118	1	0
21122540	24.8% (186/750) had at least one admission for ASC (294 admissions in 186 patients).	ASC	47 50	1	0
21122540	Overall, 12% (93/750) had a colectomy, compared to 39.8% (74/186) of patients with one or more episodes of ASC (p<0.0001) and 3.4% (19/564) in those with no admission.	ASC	107 110	1	0
21122540	CONCLUSIONS: A quarter of all patients with ulcerative colitis experience at least one episode of ASC;	ASC	98 101	1	0
21122542	RESULTS: Twenty-seven subjects were found, with 20 treated intentionally and 7 inadvertently after a concurrent gout diagnosis.	gout	112 116	1	0
21122543	BACKGROUND AND AIMS: There is limited data on IBD patients diagnosed with viral hepatitis B and C.	IBD	46 49	1	0
21122543	The aim of the study was to assess the prevalence of chronic HBV or HCV infection in IBD patients followed by our centre and to describe and review the course of bowel and liver disease during therapy.	IBD	85 88	1	0
21122543	METHODS: Single centre retrospective study on 482 consecutive IBD patients.	IBD	62 65	1	0
21122543	IBD patients under immunosuppressants may apparently be treated with safety if preventive antiviral treatment is administered.	IBD	0 3	1	0
21122546	We describe a case of a 30 year old woman with quiescent Crohn's colitis who presented with 2 weeks of fever, flitting arthralgia, a sore throat and a nocturnal rash on her thighs.	rash	161 165	1	0
21122554	Only 22 cases of hepatosplenic T-cell lymphoma are associated with IBD treatment.	IBD	67 70	1	0
21122554	Clinicians usually reserve immunomodulators and biologics for moderate to severe IBD cases.	IBD	81 84	1	0
21122554	IBD patients demonstrating mucosal healing are less likely to undergo surgery and experience complications related to their disease.	IBD	0 3	1	0
21122560	Biopsies were collected from the small and large bowel in 354 individuals with suspected IBD.	IBD	89 92	1	0
21122560	RESULTS: Among the specimens included from the patients with early IBD, samples from only two of the patients with crohn's disease (2.7%) and two of the non-IBD controls (1.5%) exhibited a positive growth signal.	IBD	67 70	1	0
21122560	In the referral patients with long-term IBD, the prevalence of growth signal and MAP PCR positivity was higher (52 and 9%, respectively).	IBD	40 43	1	0
21122560	This study does not provide evidence for a role of MAP in early IBD.	IBD	64 67	1	0
21122563	Cases of immigrant families affected by IBD have rarely been reported and seem to be of exceptional interest towards a better understanding of disease aetiopathogenesis.	IBD	40 43	1	0
21122574	RESULTS: 125 patients from referral centres (66 with Crohn's disease (CD) and 59 with ulcerative colitis ) and 116 patients from gastroenterologic practices (71 CD and 45 UC) were included and compared to 6074 blood donors.	CD	161 163	1	0
21122582	Until now, there has not been any evidence of an increased risk of non-hodgkin's lymphoma in patients with ulcerative colitis nor of an increased risk of lymphoproliferative disorders in IBD patients.	IBD	187 190	1	0
21122582	However, IBD patients treated with purine analogues and with anti-TNF are at risk of non-hodgkin's lymphoma, especially hepatosplenic T-cell lymphoma.	IBD	9 12	1	0
21122611	Skilled birth assistants often, in women's perceptions, work against their personal power and authority, most especially MDs but also midwives.	MDs	121 124	0	1
21122694	Similar to systemic lupus erythematosus, patients with IBD have high circulatory levels of inflammatory cytokines.	IBD	55 58	1	0
21122694	OBJECTIVES: The purpose of this study is to identify and describe dyslipidemia and lipoprotein profiles in an IBD patient population.	IBD	110 113	1	0
21122694	METHODS: Medical records of patients diagnosed with IBD (Crohn's disease [CD] and ulcerative colitis ) at an academic medical center between 2000 and 2007 were retrospectively reviewed for lipoprotein lipid measurements, serum albumin levels, risk factors, and treatment to modify lipoprotein concentrations.	IBD	52 55	1	0
21122694	Only patients with documented IBD diagnosis and lipoprotein profiles are included in the study.	IBD	30 33	1	0
21122694	RESULTS: A total of 393 patients (152 men and 241 women) diagnosed with IBD (188 CD and 205 UC) who were not on statins qualified for the study.	IBD	72 75	1	0
21122694	Patients were grouped on the basis of gender (male and female) and IBD disease type (CD and UC).	IBD	67 70	1	0
21122694	Compared with the male national health and nutrition examination survey samples (with similar mean age and body mass index), total cholesterol and HDL-C were significantly lower and low-density lipoprotein cholesterol and triglycerides were significantly greater in male patients with IBD.	IBD	285 288	1	0
21122694	In female patients with IBD, the mean values for total cholesterol, HDL-C, and triglycerides were significantly lower and low-density lipoprotein cholesterol significantly greater compared with the female national health and nutrition examination survey samples.	IBD	24 27	1	0
21122694	CONCLUSION: Given low levels of HDL-C and increased levels of low-density lipoprotein cholesterol, a more aggressive approach in profiling and treating dyslipidemia seems warranted in patients with IBD.	IBD	198 201	1	0
21122733	We sought to summarize issues surrounding Title I of the ADA and use appellate court data for 1995-2005 to test the following two research questions: What factors appear to influence plaintiff wins under Title I of the ADA?	ADA	57 60	0	1
21122733	We sought to summarize issues surrounding Title I of the ADA and use appellate court data for 1995-2005 to test the following two research questions: What factors appear to influence plaintiff wins under Title I of the ADA?	ADA	219 222	0	1
21122733	CONCLUSIONS: Understanding factors that contribute to plaintiff wins is important to help develop policies and practices that promote the intent of the ADA.	ADA	152 155	0	1
21122788	Has the ADA improved the health of people with disabilities?	ADA	8 11	0	1
21122789	Commentary on the ADA 20th anniversary: introduction.	ADA	18 21	0	1
21122791	Health care under the ADA: a vision or a mirage?	ADA	22 25	0	1
21122791	Focusing on the past decade of ADA enforcement, issues reported in the U.S.	ADA	31 34	0	1
21122791	Although the record indicates that the ADA can be, and has been, effectively used to increase access in many instances, other types of access problems have been lightly addressed through application of the ADA.	ADA	39 42	0	1
21122791	Although the record indicates that the ADA can be, and has been, effectively used to increase access in many instances, other types of access problems have been lightly addressed through application of the ADA.	ADA	206 209	0	1
21122791	The ADA can be a vigorous force in this effort as part of a multipronged strategy.	ADA	4 7	0	1
21122793	The ADA in action at health care facilities.	ADA	4 7	0	1
21122794	Achieving accessible health care for people with disabilities: why the ADA is only part of the solution.	ADA	71 74	0	1
21122957	The hip range of motion showed significant correlation with the WOMAC score, especially the flexion arc.	arc	100 103	0	1
21123029	This study was aimed at investigating the semantic integration ability of people with WS in building up a coherent and gist theme from the context of presented sentences.	gist	119 123	0	1
21123031	1 of 4 patients in the scar revision group had clinically significant pain reduction, 2 had no change, 1 reported increased pain.	scar	23 27	1	0
21123138	Parallel outcomes: comparing effects of environmental contaminant exposures with ADHD in children.	ADHD	81 85	1	0
21123328	Reliability and sensitivity of the self-report of physician-diagnosed gout in the campaign against cancer and heart disease and the atherosclerosis risk in the community cohorts.	gout	70 74	1	0
21123328	OBJECTIVE: gout is often defined by self-report in epidemiologic studies.	gout	11 15	1	0
21123328	Yet the validity of self-reported gout is uncertain.	gout	34 38	1	0
21123328	We evaluated the reliability and sensitivity of the self-report of physician-diagnosed gout in the Campaign Against Cancer and Heart Disease (CLUE II) and the Atherosclerosis Risk in the Community cohorts.	gout	87 91	1	0
21123328	METHODS: the CLUE II cohort comprises 12,912 individuals who self-reported gout status on either the 2000, 2003, or 2007 questionnaires.	gout	75 79	1	0
21123328	We calculated reliability as the percentage of participants reporting having gout on more than 1 questionnaire using Cohen's kappa statistic.	gout	77 81	1	0
21123328	The atherosclerosis risk in the community cohort comprises 11,506 individuals who self-reported gout status at visit 4.	gout	96 100	1	0
21123328	We considered a hospital discharge diagnosis of gout or use of a gout-specific medication as the standard against which to calculate the sensitivity of self-reported, physician-diagnosed gout.	gout	48 52	1	0
21123328	We considered a hospital discharge diagnosis of gout or use of a gout-specific medication as the standard against which to calculate the sensitivity of self-reported, physician-diagnosed gout.	gout	187 191	1	0
21123328	RESULTS: of the 437 CLUE II participants who self-reported physician-diagnosed gout in 2000, and subsequently answered the 2003 questionnaire, 75% reported gout in 2003 (kappa = 0.73).	gout	79 83	1	0
21123328	RESULTS: of the 437 CLUE II participants who self-reported physician-diagnosed gout in 2000, and subsequently answered the 2003 questionnaire, 75% reported gout in 2003 (kappa = 0.73).	gout	156 160	1	0
21123328	Of the 271 participants who reported gout in 2000, 73% again reported gout at the 2007 followup questionnaire (kappa = 0.63).	gout	37 41	1	0
21123328	Of the 271 participants who reported gout in 2000, 73% again reported gout at the 2007 followup questionnaire (kappa = 0.63).	gout	70 74	1	0
21123328	In atherosclerosis risk in the community, 196 participants met the definition for gout prior to visit 4 and self-reported their gout status at visit 4.	gout	82 86	1	0
21123328	In atherosclerosis risk in the community, 196 participants met the definition for gout prior to visit 4 and self-reported their gout status at visit 4.	gout	128 132	1	0
21123328	The sensitivity of a self-report of physician-diagnosed gout was 84%.	gout	56 60	1	0
21123328	CONCLUSION: these 2 population-based US cohorts suggest that self-report of physician-diagnosed gout has good reliability and sensitivity.	gout	96 100	1	0
21123328	Thus, self-report of a physician diagnosis of gout is appropriate for epidemiologic studies.	gout	46 50	1	0
21123334	Presentations also were made on psoriasis in the SCID mouse model;	SCID	49 53	1	0
21123342	PARTICIPANTS: Of 1062 people aged 40-89, 872 (101 with chronic obstructive pulmonary disease and 771 without COPD) who fulfilled the inclusion and exclusion criteria were allocated to the intervention or the usual care programmes.	COPD	109 113	1	0
21123400	Personal accounts: the psychiatrist-mom: added stigmatization when children have ADHD.	ADHD	81 85	1	0
21123490	Rosiglitazone at 1-10 muM dose dependently inhibited Aldo-induced mesangial cell proliferation of cultured mouse MCs.	MCs	113 116	0	1
21123508	Rash, eye pain, lesions in an adolescent.	Rash	0 4	1	0
21123515	Case 1: fever, barking cough, stridor, and rash in an infant.	rash	43 47	1	0
21123612	RESULTS: In the first phase, all twenty-eight repaired tendons ruptured, with scar and adhesion formation in the repair site.	scar	78 82	1	0
21123627	INTRODUCTION: Stroke-like migraine attacks after radiation therapy, or SMART syndrome, is characterised by migraine-like headache with or without aura, transient neurological dysfunction, including seizures, and gyriform enhancement on magnetic resonance imaging which resolves over a period of weeks.	aura	146 150	1	0
21123687	Mathematical biology at an undergraduate liberal arts college.	arts	49 53	0	1
21123749	Will the genes responsible for familial pulmonary fibrosis provide clues to the pathogenesis of IPF?	IPF	96 99	1	0
21123770	PURPOSE: To assess the scene gist recognition in eyes with age-related macular degeneration and to study the relationship between scene recognition and macular function.	gist	29 33	0	1
21123770	CONCLUSIONS: Scene gist recognition can be accomplished with the low spatial resolution of peripheral vision.	gist	19 23	0	1
21123912	This paper describes the concepts and the 3-level architecture of the knowledge-based DSS and details the knowledge-based control module.	DSS	86 89	0	1
21123950	Several genetic alterations have been identified in wilms tumor patients, including inactivating mutations in WT1 and loss of heterozygosity or loss of imprinting at 11p15, which results in biallelic expression of IGF2.	WT1	110 113	0	1
21123950	Here, we engineered mice to sustain mosaic, somatic ablation of Wt1 and constitutional Igf2 upregulation, mimicking a subset of human tumors.	Wt1	64 67	0	1
21124123	This method offers an aesthetically pleasing breast shape, allows for the correction of ptosis, eliminates wound complications, and results in a standard Wise-pattern scar.	scar	167 171	1	0
21124153	BACKGROUND: In double-eyelid surgery, the dynamic connection of the levator aponeurosis and skin or derma is reconstructed with the formed scar or the ligated suture.	scar	139 143	1	0
21124204	The patient is a 74-year-old woman with history of breast carcinoma treated with mastectomy, chemotherapy, and radiotherapy who complained of an erythematous "rash" along the central portion of the mastectomy scar.	rash	159 163	1	0
21124454	The redox state of arc mantle using Zn/Fe systematics.	arc	19 22	0	1
21124454	Many arc lavas are more oxidized than mid-ocean-ridge basalts and subduction introduces oxidized components into the mantle.	arc	5 8	0	1
21124454	Thus, the higher oxidation states of arc lavas must be in part a consequence of shallow-level differentiation processes, though such processes remain poorly understood.	arc	37 40	0	1
21124747	Indirect comparisons of second-generation tyrosine kinase inhibitors in CML: case study using baseline population characteristics.	CML	72 75	1	0
21124760	Recently our group identified estrogen receptor beta expression as an independent prognostic factor in the progression of human Malignant Pleural Mesothelioma (MMe), but the underlying mechanism by which estrogen receptor beta expression in tumors determines clinical outcome remains largely unknown.	MMe	160 163	1	0
21124760	This study is aimed at investigating the molecular mechanisms of estrogen receptor beta action in MMe cells and disclosing the potential translational implications of these results.	MMe	98 101	1	0
21124760	METHODS: We modulated estrogen receptor beta expression in REN and MSTO-211H MMe cell lines and evaluated cell proliferation and EGF receptor activation.	MMe	77 80	1	0
21124760	We also demonstrate that differential expression of estrogen receptor beta influences MMe tumor cell responsiveness to the therapeutic agent: Gefitinib.	MMe	86 89	1	0
21124760	CONCLUSIONS: This study describes a role for estrogen receptor beta in the modulation of cell proliferation and egf receptor activation and provides a rationale to facilitate the targeting of a subgroup of MMe patients who would benefit most from therapy with Gefitinib alone or in combination with Akt inhibitors.	MMe	206 209	1	0
21124761	Our study aimed to: 1) monitor the use of the terms "H1N1" versus "swine flu" over time;	flu	73 76	1	0
21124761	METHODOLOGY/PRINCIPAL FINDINGS: Between May 1 and December 31, 2009, we archived over 2 million Twitter posts containing keywords "swine flu," "swineflu," and/or "H1N1." using Infovigil, an infoveillance system.	flu	137 140	1	0
21124843	Isolates were characterized by serology, secY sequence-based phylogeny, partial sequencing of rrs, multi-locus VNTR analysis and pulsed field gel electrophoresis.	rrs	94 97	0	1
21124843	The 10 isolates obtained from nine rats were all identified as species L. interrogans serogroup Canicola serovar Kuwait and all had identical partial rrs and secY sequences.	rrs	150 153	0	1
21124877	We also show that SMU.1882 is transcriptionally linked to comA that encodes a putative ABC transporter protein.	comA	58 62	0	1
21124909	Immune responses to PPD were assessed before vaccination and at ages of 5 months, 1 year, and 2 years, followed by BCG scar measurement at 4 years of age.	scar	119 123	1	0
21124909	However, BCG scar size was strongly correlated with Th2 responses to PPD at 5 months of age.	scar	13 17	1	0
21125074	STRATEGIES FOR IMPROVEMENT: Key strategies included sector-wide response co-ordination, intelligence and communications, a combined public health/primary care response during the 'containment' phase, and universal red/green streaming supported by dedicated 'flu centres and an 0800 call centre during the 'manage it' phase.	flu	258 261	1	0
21125152	Immediate complications (up to 1 hour after the injection) were classified as mild (headache, rash, dizziness, itching, nausea), moderate (fever, urticaria, palpitation, chest pain, dyspnea, blood pressure variations between 20 and 40 mmHg), or severe (fever with chills, dyspnea with wheezing, variations in blood pressure > 40 mmHg).	rash	94 98	1	0
21125215	Patients with initial coma (trial B, n = 206) were randomized to either 4 h of NBO plus one HBO session (arm B1, n = 101) or 4 h of NBO plus two 2 HBO sessions (arm B2, n = 105).	coma	22 26	1	0
21125291	Hidden scar or its absence: is it always safe?	scar	7 11	1	0
21125326	Symptoms manifest few days after birth and sometimes progress to more serious medical problems, including heart abnormalities, coma and death.	coma	127 131	1	0
21125333	Proteins from 15 pairs of ESCC and matching adjacent normal esophageal tissues (five pairs in each ethnic of Kazakh, Uygur and Han) were separated by 2-DE and differentially proteins were identified by matrix-assisted laser desorption/ionization time-of-flight MS.	ESCC	26 30	1	0
21125333	After identified by Mascot database, some of interesting proteins were confirmed in the other 175 pairs of ESCC by immuno histochemistry.	ESCC	107 111	1	0
21125333	And eight protein spots with concordantly decreased intensity in ESCC, such as Adenylate kinase 1, General transcription factor II H, Smooth muscle protein, Trangelin, Early endosome antigen 1, Annexin A2, Fibrin beta, Tropomyosin.	ESCC	65 69	1	0
21125333	There were a significant difference in protein overexpression of pyruvate kinase (74.9%) and Cathepsin D (85.1%) in ESCC compared to adjacent tissues (P < 0.05) by immunohistochemistry.	ESCC	116 120	1	0
21125333	Further, overexpression of Cathepsin D was obvious difference in Hazakh ESCC (94.7%) than that in Uygur (78.6%) (P < 0.05).	ESCC	72 76	1	0
21125333	Interestingly, the overexpression of Cathepsin D was reversely associated with ESCC differentiation (P < 0.05).	ESCC	79 83	1	0
21125333	Twenty proteins differentially-expressed between ESCC and normal tissues were identified.	ESCC	49 53	1	0
21125333	Cathepsin D and pyruvate kinase were for the first time observed to be dysregulated in Kazakh's ESCC.	ESCC	96 100	1	0
21125333	Moreover, Cathepsin D may play a complicated role both in carcinogenesis and cell-differentiation of ESCC.	ESCC	101 105	1	0
21125407	The term 'focal segmental glomerulosclerosis (FSGS)' has been applied to many different conditions.	FSGS	46 50	1	0
21125407	All classifications of 'FSGS', including those describing 'variants', perpetuate the misconceptions that the entities included have something in common and that the term 'FSGS' has some value.	FSGS	24 28	1	0
21125407	All classifications of 'FSGS', including those describing 'variants', perpetuate the misconceptions that the entities included have something in common and that the term 'FSGS' has some value.	FSGS	171 175	1	0
21125407	With a rigorous approach to renal biopsies showing segmental lesions, especially with knowledge of clinical circumstances and with detailed analysis of features such as the appearance of lesions and their position within glomeruli, a pathologist can provide information that is clinically more useful than merely the bald diagnosis 'FSGS'.	FSGS	333 337	1	0
21125407	'Collapsing glomerulopathy' is distinctive, and its inclusion in classifications emphasises the lack of specificity of 'FSGS'.	FSGS	120 124	1	0
21125408	Several genes have been involved including NPHS1, NPHS2, WT1, PLCE1, and LAMB2.	WT1	57 60	0	1
21125408	We performed haplotype analysis and direct exon sequencing of NPHS1, NPHS2, PLCE1, LAMB2, and the relevant exons 8 and 9 of WT1.	WT1	124 127	0	1
21125408	Ten different pathogenic mutations were detected in seven families concerning four genes (NPHS1 (3/7), LAMB2 (2/7), NPHS2 (1/7), and WT1 (1/7)).	WT1	133 136	0	1
21125408	Congenital and infantile nephrotic syndrome can be explained by mutations in NPHS1, NPHS2, WT1, or LAMB2 genes.	WT1	91 94	0	1
21125431	HPS is found in 15% to 30% of patients with cirrhosis and its presence increases mortality and the risks of liver transplantation, particularly when hypoxemia is present.	HPS	0 3	1	0
21125470	To discuss predisposing factors of chronic hydrocephalus after aneurysmal subarachnoid space hemorrhage (aSAH).	aSAH	105 109	1	0
21125470	Clinical data of treating 32 patients with chronic hydrocephalus after aSAH through operations was retrospectively analyzed and processed.	aSAH	71 75	1	0
21125470	An age above 60 years, Hunt-Hess III-IV level, posterior circulation aneurysm and anterior communicating aneurysm, hemorrhage twice or more and ventricle hematocele are predisposing factors of chronic hydrocephalus after aSAH.	aSAH	221 225	1	0
