PMID	Sentence	Dictionary Name	Position	True	False
1271058	A long-lasting birefringence change (the delayed response) was found to be produced in a tetanically stimulated squid giant axon.	axon	124 128	1	0
1271058	The axons was placed between a polarizer and an analyzer with their polarizing axes crossed, making an angle of 45 degrees with the longitudinal direction of the axon.	axon	162 166	1	0
1271058	The light beam that passed through the axon and the other optical elements was received by a photodiode.	axon	39 43	1	0
1271058	Formulas were derived on the assumption that the optical properties of the axon could be represented by a model of a uniaxial crystal that was not only birefringent but also dichroic, its extinction coefficients and the angle of retardation being changed independently on excitation.	axon	75 79	1	0
1271058	The results of the calculation confirmed the existence of the long-lasting birefringence change in the tetanically stimulated axon.	axon	126 130	1	0
1271064	Distribution of diisopropylphosphorofluoridate-hydrolyzing enzyme between sheath and axoplasm of squid giant axon.	axon	109 113	1	0
1271085	The ultrastructural features of nerve cell bodies and axon profiles within Auerbach's plexus in the stomach, ileum, caecum and colon of the guinea-pig have been examined.	axon	54 58	1	0
1271085	On the basis of vesicular size, shape and content, eight morphologically distinct types of axon profile have been identified as well as two profile types which are thought to reflect different physiological conditions.	axon	91 95	1	0
1271085	Some correlation between types of axon profile and two types of nerve cell body was recognized.	axon	34 38	1	0
1271085	However, more than one type of axon profile usually formed synapses with one type of cell body, and a precise correlation was not determined.	axon	31 35	1	0
1271086	The other cell type contained numerous glycogen-like granules, was situated close to or within axon bundles and had processes that extended within and peripheral to nerve bundles as well as being close to smooth muscle cells.	axon	95 99	1	0
1271086	Although axon varicosities were opposed to both the processes and cell body of the second type of cell, synaptic-like contacts were not observed.	axon	9 13	1	0
1271732	Hemoglobins I, II, and IV were detected only during the period when yolk sac-derived primitive erythroblasts were seen in circulation, ei, until the 13th postnatal da, but in decreased amounts from the 6th to 13th da.	yolk	68 72	1	0
1271834	The aneurysmal sac was emptied and the neck sutured securely.	sac	15 18	0	1
1273386	Air sac gas exchange was studied in ducks by measuring the rates of inert gas uptake and of O2 and CO2 equilibration in caudal thoracic air sac whose ventilation was prevented by surgival sealing of the ostia.	sac	4 7	0	1
1273386	The data were analyzed on a model incorporating three possible routes by which air sac gas could be exchanged with the surrounding tissue: (1) into the blood perfusing the air sac walls;	sac	83 86	0	1
1273386	(2) into the adjoining air sac via tissue membranes;	sac	27 30	0	1
1273386	(3) into the bronchial system of the lung via diffusion through lung tissue bordering upon the caudal thoracic air sac.	sac	115 118	0	1
1273386	From application of model parameters to O2 and CO2 exchange in air sacs under physiological conditions the following conclusions were drawn: (1) the caudal thoracic air sac makes the major contribution to total gas exchange between air sacs and blood;	sac	169 172	0	1
1275333	In 6-week-old calves fed concentrates plus alfalfa hay ad libitum, papillae were flattened and tongue shaped on the ventral floor of the atrium ruminis (cranial sac).	sac	161 164	0	1
1275659	Olfactory cell perikaryon extends an apical dendrite forming an olfactory vesicle (better to be called "dendritic bulb") and a basal neurite or axon.	axon	144 148	1	0
1275659	The dendrite and axon contain numerous neurotubules and mitochondria, but no neurofilaments.	axon	17 21	1	0
1275659	Cytological differences between dendrite and axon consist in that the former contains scattering free ribosomes but no large dense-cored vesicles, while the latter contains no free ribosomes but some large dense-cored vesicles.	axon	45 49	1	0
1276103	If amniotic fluid from one sac only is available, it is suggested that a ratio of 2-5:1 is taken as the lower limit to predict the functional lung maturity of both twins.	sac	27 30	0	1
1276331	The rankings were: polyvinyl chloride greater than Silastic approximately equal to polyethylene greater than polyether urethane, with PVC most hemolytic.	PVC	134 137	0	1
1276389	The potential distribution within the internodal axon of mammalian nerve fibers is derived by applying known node potential waveforms to the ends of an equivalent circuit model of the internode.	axon	49 53	1	0
1276891	In the adult rodent, coronal sections of Golgi impregnations of the neostriatum display a compact segregation of axon fascicles, neuronal clusters, and dendritic bundles thus forming an areolar configuration.	axon	113 117	1	0
1276891	The dorsomedial region of the neostriatum appears free of axon fascicles and dendritic bundles.	axon	58 62	1	0
1276891	Horizontal and sagittal sections of the neostriatum show clusters of cells parallel to axon fascicles.	axon	87 91	1	0
1276891	The axon fascicle-free portion of the carnivore neostriatum lacks dendritic bundles and pallisades.	axon	4 8	1	0
1276891	Portions near the capsule with axon fascicles appear similar to the rodent neostriatum with dendritic bundlings and pallisading.	axon	31 35	1	0
1276892	Electron microscopic examination of the nerve sheath 30 sec after exposure to peroxidase showed that the protein had passed across the sheath and was present near the axon surface.	axon	167 171	1	0
1276892	Often, 'fronts' of reaction product were observed across the sheath from its exterior to the interior reflecting a gradual accumulation of protein in extracellular clefts toward the axon.	axon	182 186	1	0
1276951	These results are interpreted to reflect axon sprouting by the associational fibers into the adjacent deafferented dendritic field.	axon	41 45	1	0
1277160	Integral membrane proteins are visualized as intramembrane particles (IMP; also called membrane-associated particles) at the cleaved surfaces of freeze-fractured plasma membranes.	IMP	70 73	0	1
1277160	Topographical distributions of the IMP of urothelial cell membranes in normal human bladder and for a small series of low-grade noninvasive transitional cell carcinomas and invasive transtional cell carcinomas are shown to be significantly different.	IMP	35 38	0	1
1277160	In invasive transitional cell carcinomas, IMP are statistically nonaggregated and are in a random distribution in the plane of the membrane.	IMP	42 45	0	1
1277160	IMP numerical densities are also altered in the course of neoplastic transformation.	IMP	0 3	0	1
1277160	IMP are significantly increased in number in plasma membranes in human noninvasive transitional cell carcinomas but are similar to control values in invasive tumors.	IMP	0 3	0	1
1277160	Loss of IMP and changes in IMP topography may be related to tumor invasiveness or they may represent an epiphenomenon.	IMP	8 11	0	1
1277275	A markedly greater number of dense core vesicles was present in axon terminals of the contact zone of the mid-central median eminence and the ventral proximal stalk.	axon	64 68	1	0
1277276	Part of the yolk material is produced inside the oocyte (autosynthesis), while part is absorbed by micropinocytosis.	yolk	12 16	1	0
1277276	Histochemical tests show that polysaccharides are present in the yolk spheres.	yolk	65 69	1	0
1277281	Type V: axo-somatic or axo-dendritic synapses containing large pleomorphic vesicles, probably axon collaterals (1%).	axon	94 98	1	0
1277726	The apparent volumes of distribution of pentobarbital (aVD = dose divided by Co) were 62 +/- 25 L in the normal subjects and 58 +/- 24 L in the uremic patients.	aVD	55 58	0	1
1277726	The four uremic patients with the short T/2 values tended to have small apparent volumes of distribution so that the metabolic clearnce rates (aVd X 0.693 divided by half-life) were normal in 3 of them.	aVd	143 146	0	1
1278228	External application of holothurin A to the intact axon produced an irreversible depolarization of the membrane to nearly zero potential.	axon	51 55	1	0
1278298	Administration of ascorbic acid in toad during breeding season results an increase in melanin pigments in skin, liver and vocal sac.	sac	128 131	0	1
1278819	The rostellar sac and bulb are distinctly developed in the parenchyma of the rostellar region.	sac	14 17	0	1
1279007	Presence of pili in species of human and animal parasites and pathogens of the genuscorynebacterium.	pili	12 16	1	0
1279007	The presence of pili in human and animal parasites and pathogens of the genus Corynebacterium was examined.	pili	16 20	1	0
1279007	C. kutscheri, C. diphtheriae, and C. pseudodiphtheriticum possessed a fairly large number of pili, ranging from dozens to more than a hundred, in 91 to 100% of the bacterial cells.	pili	93 97	1	0
1279007	C. equi, C. hoagii, C. xerosis, C. pyogenes, and C. murisepticum had only a small number of pili in 10 to 37% of the bacterial cells.	pili	92 96	1	0
1279007	In C. bovis, C. striatum, and C. pseudotuberculosis, pili were detected in only 0.5% to 3% of the bacterial cells.	pili	53 57	1	0
1279007	The pili were similar to each other and to those of C. renale;	pili	4 8	1	0
1279007	The length of pili usually ranged from 0.2 to 3 mum, and their diameter was within a 2- to 6-nm range.	pili	14 18	1	0
1279020	To determine the relative role of sensitized cells in inducing this lesion, lymph node cells alone or a combination of lymph node cells and peritoneal exudate cells were transferred from Brown Norway rats, previously immunized with TBM into unimmunized BN-recipient rats.	TBM	232 235	1	0
1279104	By using a truncated p19, the cross-reactive region was located to the C-terminal 17 amino acids of p19.	p19	21 24	1	0
1279115	The delivery of cytoskeletal proteins to the axon occurs by slow axonal transport.	axon	45 49	1	0
1279131	For the whole population of myelinated fibres the number of myelin lamellae increases rectilinearly with axon diameter, and sheath length increases with fibre diameter according to a logarithmic expression.	axon	105 109	1	0
1279131	The myelin sheaths of the exceptionally thin trigeminal alveolar branch fibres are composed of 10-20 lamellae, and extend 35-50 microns along the axon.	axon	146 150	1	0
1279348	GFAP RNA levels also increased over 5 fold in caudate nucleus and hippocampus following the ischemic insult.	GFAP	0 4	1	0
1279348	Despite significant elevations in GFAP RNA, protein levels of GFAP assessed by immunoblot were only marginally affected.	GFAP	34 38	1	0
1279454	Surprisingly, the ventrolateral and ventrobasalis nuclei of the thalamus contained numerous and dense axon terminals labeled with Phaseolus vulgaris-leucoagglutinin or biocytin, but the contacted neurons in the ventrolateral and ventrobasalis nuclei were not marked with c-fos.	axon	102 106	1	0
1279703	Studies on the kinetics of activation and inactivation of the sodium channels of the squid giant axon, on the sodium gating current, and on the properties of the non-inactivating steady-state current, are briefly reviewed.	axon	97 101	1	0
1279898	Injection of aprotinin, a natural inhibitor of proteinases, into the allantoic cavity of chick embryos infected with influenza B/Lee/40 or B/HK/73 virus resulted in inhibition of proteolytic cleavage of virus hemagglutinin HA into HA1 and HA2, thereby decreasing the level of proteolytic activation of the synthesized virus particles.	HA2	239 242	0	1
1279933	Thus neurogenic inflammation via an axon reflex in the nose may contribute to the pathogenesis of vasomotor rhinitis.	axon	36 40	1	0
1280107	This derivative, Me2(asym)Arg, was also absent from myelin basic protein embedded in the most compact multilamellar myelin, but was present in myelin basic protein in the least compact myelin (P3B).	P3B	193 196	1	0
1280107	Comparing the extent of total methylation in vivo (sum of all three arginine derivatives), myelin basic protein extracted from less-compact myelin (P3A and P3B) showed a level approx.	P3B	156 159	1	0
1280280	A murine in vivo angiogenesis assay and the chick yolk sac/chorioallantoic membrane assays with the peptide demonstrated increased endothelial cell mobilization, capillary branching, and vessel formation.	yolk	50 54	1	0
1280285	The coexistent ratio of serotonin and substance P in single fibers increased with development: 61.9% of serotonin positive varicosities co-contained substance P on P28, similar to the ratio found in adult animals (67.4%).	P28	164 167	0	1
1280285	The density of serotonin positive varicosities increased slightly by P28, whereas substance P and enkephalin positive fibers increased considerably by this age.	P28	69 72	0	1
1280285	Between P28 and the adult stage, the density of serotonin positive fibers decreased by about 50%.	P28	8 11	0	1
1280357	An immunocytochemical investigation has been carried out on five cases of chordoma (2 of the sacrum, 2 in the spheno-occipital bone and 1 in the parapharyngeal area) to study the expression of the 5 classes of intermediate filaments : cytokeratin, desmin, GFAP, neurofilaments and vimentin .	GFAP	256 260	1	0
1280357	Our results show that constant coexpression of cytokeratin, neurofilaments and vimentin does occur in chordomas, whereas desmin and GFAP are not demonstrable in tumor cells.	GFAP	132 136	1	0
1280527	Enkephalin labeling was also seen in a population of axon terminals containing round synaptic vesicles and exhibiting symmetrical synaptic specializations.	axon	53 57	1	0
1280530	Axon collaterals in the infragranular layers project mostly in a descending oblique direction with long horizontal collaterals in lower layer VI.	Axon	0 4	1	0
1280608	P19 is a highly conserved 19 kD cytosolic protein that undergoes phosphorylation in response to diverse extracellular factors in mammalian cells.	P19	0 3	1	0
1280608	To gain insights regarding its function, we analyzed the expression of p19 mRNA in a variety of cell types during induction of differentiation.	p19	71 74	1	0
1280608	Murine erythroleukemia cells showed a moderate increase followed by a marked decrease in the abundance of p19 mRNA during induction of differentiation.	p19	106 109	1	0
1280608	In murine C2 myoblasts and primary fetal rat osteoblasts, p19 mRNA was abundant in replicating cells and decreased to undetectable levels during differentiation.	p19	58 61	1	0
1280608	In resting human peripheral blood lymphocytes, p19 mRNA was virtually undetectable but was strongly induced during blast transformation of both B and T cells.	p19	47 50	1	0
1280608	In rat liver, p19 mRNA was abundant on embryonic day 17 and decreased during early postnatal development.	p19	14 17	1	0
1280608	Upon fractionation of adult rat liver cells by centrifugal elutriation, p19 mRNA was not detected in hepatocytes while a low level was observed in a fraction enriched in non-parenchymal epithelial cells.	p19	72 75	1	0
1280608	Primary cultures of embryonic and neonatal rat brain were analyzed by indirect immunofluorescence using co-staining with stage-specific markers. p19 expression was restricted to immature neurons and oligodendrocyte precursors.	p19	145 148	1	0
1280608	In contrast to the other cell types examined, the neuronal and glial precursors that express p19 were shown, using BrdU labeling, to be postmitotic both in primary culture and in vivo.	p19	93 96	1	0
1280608	The data demonstrate widespread, stage-specific expression of p19 and suggest that the protein exerts a general, lineage-independent function during induction of differentiation of mammalian cells.	p19	62 65	1	0
1280608	In view of the available evidence on the stimulation of serine phosphorylation of p19 by several growth factors, our working hypothesis is that phosphorylation of p19 may be involved in the mechanism by which growth factors control cell differentiation.	p19	82 85	1	0
1280760	This mutation in the H-2Ks molecule is the first in vivo mutation described that has altered an amino acid residue (amino acid 107) distant from the regions generally considered to be peptide or TCR contacts.	TCR	195 198	1	0
1280893	[The demonstration of recurrent motor axon collaterals in the chick embryo by using horseradish peroxidase axonal transport].	axon	38 42	1	0
1280893	Recurrent motor axon collaterals were revealed in 17 of 48 motor axons which could be followed in the edge regions of labelled motoneuronal pools.	axon	16 20	1	0
1280894	By using intracellular injection of horseradish peroxidase into the lumbar motoneurones of the isolated spinal cord of the frog Rana ridibunda the structure of axon collaterals was studied.	axon	160 164	1	0
1280894	Obtained morphological data the structure of motor axon collaterals in the frog are compared with those in the cat.	axon	51 55	1	0
1281103	Scatchard analysis of ERc and ERn revealed the presence of two classes of binding sites, one with high-affinity low-capacity binding and the other with low-affinity high-capacity binding.	ERc	22 25	0	1
1281103	In the untreated benign prostatic hypertrophy group, estrogen were higher in the n than in the c fraction: ERn were positive in 14 cases and ERc in 12 of 17 cases.	ERc	141 144	0	1
1281103	In the benign prostatic hypertrophy group treated with S. repens extract on the contrary, ERn were negative for both binding classes in 17 cases and ERc in 6 of 18 cases.	ERc	149 152	0	1
1281103	Using enzyme immunoassay, ERn and ERc were detected in all 15 samples examined, but in the treated group, ERn were significantly (p less than 0.01) lower than in the untreated group, whilst ERc remained almost unchanged.	ERc	34 37	0	1
1281113	In this study we have examined the time course of lamin A/C expression in the two embryonal carcinoma cell lines F9 and P19.	P19	120 123	0	1
1281118	Decreased gestational sac dimension and increased or low beta-hCG level ( < 1,400 mIU/mL) facilitates the success rate.	sac	22 25	0	1
1281118	The follow-up showed disappearance of the gestational sac and decrease of beta-hCG levels to < 10 mIU/mL.	sac	54 57	0	1
1281186	In addition, APC also supply costimulatory signals required for T cell activation that are neither Ag- nor MHC restricted.	APC	13 16	0	1
1281186	One such costimulatory signal is mediated via the interaction of B7 on APC with the CD28 receptor on T cells.	APC	71 74	0	1
1281193	Stimulation through the TCR or by IL-2 rapidly induced surface lymphotoxin on resting peripheral T cells and CD56+ NK cells;	TCR	24 27	1	0
1281196	We had previously found that this series of CTL clones was likewise highly diverse in terms of both TCR primary structure and peptide fine specificity.	TCR	100 103	1	0
1281196	Our data thus reinforce the concept that multiple T cell epitopes are available on the surface of a single peptide-MHC class I complex for recognition by specific TCR.	TCR	163 166	1	0
1281491	We hence argue that the survival of the tectal neurons depends on their ongoing maintenance by substances released from retinotectal axon terminals, the release being activity dependent in the case of the deep neurons but independent of activity in the case of the superficial ones.	axon	133 137	1	0
1281492	Most strikingly, the c-kit protein is expressed in the basket cell axons that form "basket" and "pinceau" structures entwining the Purkinje cell soma and the initial segment of the Purkinje cell axon.	axon	195 199	1	0
1281533	GFAP, glutamine synthetase immunocytochemistry and a specific silver stain were employed to label other subtypes of astrocytes.	GFAP	0 4	1	0
1281547	In striatal neuropil, staining appeared in spines (heads and necks), at postsynaptic sites in dendrites, and in axon terminals;	axon	112 116	1	0
1281738	Northern blotting revealed that NF-L and NF-M mRNAs were present at very low levels in embryonic brain and that significant expression of these genes only occurred postnatally when the levels increased dramatically until P28 and then declined again in the adult.	P28	221 224	0	1
1281738	After that time the levels increased rapidly until P28 and then declined in the adult.	P28	51 54	0	1
1282091	Eighteen cases of anaplastic meningioma were studied by LM, EM and immunohistochemistry for vimentin, EMA, keratin, GFAP and S-100.	GFAP	116 120	1	0
1282135	XIIIa positive submucosal dendrocytes (CD34-, S-100-, MAC 387-) were found in abundance in normal tissue in characteristic distributions: collagen-associated, vessel-associated, and lymphoid-associated.	MAC	54 57	0	1
1282135	CD34+ dendrocytes (XIIIa-, S-100-, MAC 387-) were few in number and were found in deeper submucosa, especially around skeletal muscle.	MAC	35 38	0	1
1282224	Each of the double-labeled neurons was concluded to supply the levator palpebrae superioris on both sides by way of axon collaterals.	axon	116 120	1	0
1282328	Cytoplasmic polypeptides and membrane-bounded organelles move from the perikaryon, down the length of the axon, and to the synaptic terminals.	axon	106 110	1	0
1282335	Sites in the transport sequence at which the behavior of axonal transport may differ from the secretory model are at the initiation of axonal transport at the trans-side of the Golgi apparatus, within the axon where molecules are deposited from the moving phase to a stationary phase, and at nerve terminals or axonal lesions where transport reversal takes place.	axon	205 209	1	0
1282334	Studies on the transport kinetics and the posttranslational modification of synapsin I in mouse retinal ganglion cells were performed to obtain an insight into the possible factors involved in forming the structural and functional differences between the axon and its terminals.	axon	255 259	1	0
1282334	Here we present the first evidence that in the mouse retinal ganglion cells most synapsin I is transported down the axon, together with the cytomatrix proteins, at the same rate as the slow component b of axonal transport, and is phosphorylated at both the head and tail regions.	axon	116 120	1	0
1282334	These results are consistent with the hypothesis that, in vivo, the phosphorylation of synapsin I along the axon prevents the formation of a dense network that could impair organelle movement.	axon	108 112	1	0
1282506	While we observed a strong specific positivity in the cytoplasm and in the culture medium of the GFAP, vimentine positive cells, no positivity was detected in FcR, lysozyme positive microglial cells.	GFAP	97 101	1	0
1282540	Functional properties and axon terminations of interneurons in laminae III-V of the mammalian spinal dorsal horn in vitro.	axon	26 30	1	0
1282540	A majority of boutons of local axon and deep axon cells, 89 and 83%, respectively, were of the en passant type.	axon	31 35	1	0
1282540	Neuronal input resistance and membrane time constant (tau m) varied widely from cell to cell, but were not significantly different for local axon (77.4 +/- 46.8 M omega, 13.4 +/- 9.5 ms) and deep axon cells (46.5 +/- 19.2 M omega, 6.6 +/- 3.0 ms).	axon	141 145	1	0
1282540	Volleys in myelinated afferent fibers activated fast rising excitatory postsynaptic potentials that exhibited later, more slowly rising potentials with multiple components in a majority of deep axon (89%) and local axon (72%) neurons.(ABSTRACT TRUNCATED AT 400 WORDS)	axon	194 198	1	0
1282809	We have analyzed the expression of lamins A and C in P19 pluripotent mouse embryonal carcinoma cells.	P19	53 56	0	1
1282818	Infusion of the NK1 receptor-selective agonist, GR73632, into the ventral tegmental area (VTA: A10) or the nucleus accumbens significantly and dose-dependently increased basal locomotor activity.	A10	95 98	0	1
1282845	Sarah Luse (1959) reported over 30 years ago on the presence of a bridge connecting the axon to the myelin sheath in the central nervous system .	axon	88 92	1	0
1283209	In the third set of the experiments, sequential double-antigen immunofluorescence histochemistry for transported cholera toxin B subunit and horseradish peroxidase showed that some single neurons in the lateral part of the central amygdaloid nucleus, particularly at its middle level, issued axon collaterals to both the globus pallidus and substantia nigra pars lateralis.	axon	292 296	1	0
1283215	However, spontaneous single-channel activity of LC-type Cl- channels was recorded in bleb membranes of myocytes of rats younger than 12 days, with a higher frequency in excised inside-out membrane patches than in cell-attached membrane patches.	bleb	85 89	1	0
1283330	Ataxia telangiectasia is an inherited, recessive, cancer-prone disease with associated immunodeficiency and chromosome abnormalities involving TCR loci.	TCR	143 146	1	0
1283408	Cytoskeletal proteins from each epithelial component of the parotid gland were studied immunohistologically using monospecific monoclonal antibodies, and we obtained several interesting results: 1) The expression of vimentin, S-100 protein and GFAP were essentially unrecognizable.	GFAP	244 248	1	0
1283430	Specifically, the potential for individual neurons of a nucleus to project collateral branches of a stem axon to as many as 4 different central nervous system nuclei now can be studied simultaneously using these 4 fluorescent tracers.	axon	105 109	1	0
1283441	The above antibodies allowed us to detect the presence of mRAR beta 2 proteins in mouse embryos and to show that their presence in embryonal carcinoma cells (F9 and P19 cell lines) is dependent upon RA treatment.	P19	165 168	0	1
1283593	Prosomes were found as mRNA-associated ribonucleoprotein particles and cofactors of untranslated (ribosome-) free mRNP.	mRNP	114 118	1	0
1283620	Angiography showed superomedial projection of the sac.	sac	50 53	0	1
1283635	One axon had Y-like physiological properties, two were X-like.	axon	4 8	1	0
1283635	One X-like axon in kitten also had a collateral projection that made synapses in layer 1;	axon	11 15	1	0
1283937	On the 27-th day of pregnancy laparotomy was performed and 1 microgram of thyroxin was administered to the amniotic sac of each fetus in one uterine horn.	sac	116 119	0	1
1283937	The fetuses in the second uterine horn, considered as control group, received 0.9% NaCl into their amniotic sac.	sac	108 111	0	1
1283937	It has been disclosed that thyroxin administered into the amniotic sac accelerates the fetal lung maturation in rabbits, expressed by higher content of lecithin and by higher ratio of lecithin to sphyngomyelin in fetal lung homogenates at biochemical examinations;	sac	67 70	0	1
1283954	Most promising, is the use of monoclonal antibodies directed against specific V beta TCR subsets.	TCR	85 88	1	0
1283954	Therapies on the horizon include the use of synthetic peptides with sequences homologous to various regions on the TCR, immunotoxins, and superantigens to modulate the immune response and ameliorate disease.(ABSTRACT TRUNCATED AT 250 WORDS)	TCR	115 118	1	0
1283974	Six chordomas, ten fetal notochords and eight adult notochords were stained for keratin, vimentin, GFAP, desmin, CEA, EMA and s-100 protein.	GFAP	99 103	1	0
1284061	We studied whether antigen-specific T cells being restricted by the very similar HLA-Dw4 and/or -Dw14.1 molecules might demonstrate homogeneities in parts of their TCR.	TCR	164 167	1	0
1284071	However, quite recently, the K1 peptide was clarified to be present in two kinds of cultured HSC by using a low salt aqueous solution, rather than the high salt and Triton X-100 employed by many previous researchers (Biochem. Biophys. Res. Commun., 182, 1440-1445, 1992).	HSC	93 96	0	1
1284071	To determine whether this phenomenon is common or not in cultured HSCs, I further demonstrated the K1 peptide by extracting it with two different buffers and by 2D-PAGE, immunological techniques, and Northern blot analysis, using another kind of HSC.	HSC	246 249	0	1
1284120	Both antibodies immunoprecipitated detergent-solubilised TcR molecules and were capable of inducing proliferation of peripheral blood T cells.	TcR	57 60	1	0
1284205	Calcitonin gene-related peptide - and substance P-immunoreactive varicosities formed synaptic contacts with the somatic spine or soma, which confirmed that the reflex arch, composed of axon collaterals of trigeminal ganglionic neurons and parasympathetic ganglionic neurons, operates through direct synapses.	axon	185 189	1	0
1284379	In sera with anti-Ro/SSA and anti-U1 RNP precipitins, no antibody to either native or denatured 52 kD Ro/SSA is found, while in sera with both anti-Ro/SSA and anti-La/SSB precipitins, antibodies to both the native and denatured forms of 52 kD Ro/SSA are present.	RNP	37 40	1	0
1284425	The augmentation in the frequency of perichromatin granules is not accompanied by alterations of the abundance of total RNP particles, in close resemblance with the phenomena occurring in neuroblast during the differentiation of synaptic endings.	RNP	120 123	1	0
1284438	In parallel, intraganglionic axon terminals containing calcitonin gene-related peptide, but not those containing substance P, were increased in number.	axon	29 33	1	0
1284440	WGA-HRP-labeled axon terminals originating from neurons in the A1/C1 cell group were found to make synaptic contacts with VP-immunoreactive cell bodies and dendrites in the supraoptic nucleus, most often forming axo-dendritic synapses.	axon	16 20	1	0
1284488	In previous experiments, cells in LS were silenced by the local injection of kainic acid, and responses were recorded from axon terminals arising from areas 17 and 18 (Sherk 1989).	axon	123 127	1	0
1284630	Two MspI polymorphisms within the APC gene.	APC	34 37	0	1
1284651	Phenotyping and TCR analyses revealed the presence of two CD8+, CD4-, IL-2R+ T cell isolates that expressed a single V beta gene (V beta 17) that differed from the CD4+ isolates that uniformly expressed V beta 14.	TCR	16 19	1	0
1285045	The degenerated axon terminals and immunoreactive fibers were identified by electron microscopy.	axon	16 20	1	0
1285045	The results show that the degenerated axon terminals and immunoreactive positive dendrites and axons were found in the laminae I and II of the dorsal horn.	axon	38 42	1	0
1285045	The electron-dense axon terminals were in contact with unlabelled dendrites, some also in contract with immunoreactive dendrites.	axon	19 23	1	0
1285045	In lamina II, one of degenerated axon terminals as a center was contacted by several unlabelled axonal boutons.	axon	33 37	1	0
1285292	Methods of retrograde axon transport of horseradish peroxidase and fluochrome were used.	axon	22 26	1	0
1285724	Admittance determinations of the potassium conduction system in squid giant axon and the potassium conducting "inward rectifier" in snail neuron are used to illustrate the above points.	axon	76 80	1	0
1285904	Over-production of early-formed axon collaterals appears to be common-place in the CNS.	axon	32 36	1	0
1285932	The differentiation of neurons and astrocytes was studied using antibodies to 5-hydroxytryptamine and GFAP.	GFAP	102 106	1	0
1286060	Cyclosporin A prevents most immature thymocytes from progressing to a mature phenotype and blocks the deletion of T cells that express self-specific TCR in the small population of cells that achieve maturity.	TCR	149 152	1	0
1286065	To evaluate the role of the structure of the class I molecule and associated peptide(s) in intrathymic selection and tolerance, mice expressing as a transgene a TCR specific for the H-2Kb alloantigen were crossed with mice expressing the mutant class I molecule H-2Kbm1 or H-2Kbm8.	TCR	161 164	1	0
1286065	This suggests that a weak interaction between the TCR and H-2Kbm8 exists which partially results in negative, but not in positive, intrathymic selection.	TCR	50 53	1	0
1286065	These results show that tolerance is induced up to a level of non-reactivity within a given MHC environment: for the same TCR, cytotoxic t lymphocytes reactivity to H-2Kbm1 is totally lost, whereas cytotoxic t lymphocytes reactivity to H-2Kb is only slightly reduced.	TCR	122 125	1	0
1286065	Thus, in H-2k/k mice the Ti+ CD8+ cells behave as helper-independent, whereas in H-2k/bm1 mice CD8+ cells expressing the same TCR behave as helper-dependent cytotoxic t lymphocytes.	TCR	126 129	1	0
1286200	Identification of yolk platelet-associated hydrolases in the oocytes of Rhodnius prolixus.	yolk	18 22	1	0
1286200	The proteinase appears to be bound to the yolk platelet membranes.	yolk	42 46	1	0
1286623	Naturally occurring degrading events in axon terminals of the dentate gyrus and stratum lucidum in the spiny mouse (Acomys cahirinus) during maturation, adulthood and aging.	axon	40 44	1	0
1286623	The naturally occurring dynamics of presynaptic axon terminals were investigated in the dentate gyrus and stratum lucidum of the spiny mouse (Acomys cahirinus) during maturation, adulthood and aging.	axon	48 52	1	0
1287113	Fc receptors are induced on T cells following activation via the TCR.	TCR	65 68	1	0
1287113	T cells that express Fc receptors transiently have the ability to use two different cognate systems: the TCR and immunoglobulins bound to the Fc receptors.	TCR	105 108	1	0
1287626	Melanin isolated from the ink sac of Sepia officinalis (Sepia melanin) has been proposed as a standard for natural eumelanin, and a standard mild isolation and purification protocol for Sepia melanin has been developed (Zeise, doctoral dissertation, Johns Hopkins University, 1991).	sac	30 33	0	1
1288104	Following an electrical challenge resulting in changes of cell membrane polarization, subsequent superfusion by PAF-acether or a stable analogue, (1-O-alkyl-2-N-methylcarbamyl-sn-glycero-3-phosphocholine, 10(-8) M focal concentration (f.c.)) for a restricted period results in endothelial cell retraction and bleb formation followed by platelet adhesion and the development of a thrombus which over time becomes invaded by leukocytes and eventually occludes the vascular lumen.	bleb	309 313	1	0
1288680	The application of leucin-enkephalin solution (LEU) (2 micrograms/2 microliters) on stimulated region of sensomotor cortex did not influence threshold of direct and transcallosal cortex responses (DR and TCR).	TCR	204 207	0	1
1288680	On coupling of repeated electrostimulation train (duration of impulse--0.1 ms; duration of train--10 s; frequency--10/s) with application of LEU (after every odd train) the changes of DR and TCR in course of even trains and latency of afterdischarge appearance were such as in control ones.	TCR	191 194	0	1
1288680	Simultaneously LEU effectively depressed short posttetanic potentiation of DR and TCR and potentiation of amplitude and duration AD, evoked by repeated electrostimulation train.	TCR	82 85	0	1
1288729	The dogs were divided into two equal groups: (1) an intratunical group in which 20 mg methotrexate solution was injected into the tunica vaginalis sac of each dog and (2) a parenteral group in which the same methotrexate dose was administered intravenously.	sac	147 150	0	1
1288911	All anaesthetics studied suppressed reticular cell firing in a dose-dependent manner, and the suppression by halothane (43.8 +/- 10.3% of control, mean +/- SD) was less than isoflurane (66.5 +/- 5.8%, P < 0.01) and enflurane (73.1 +/- 8.8%, P < 0.05) at 1 MAC.	MAC	256 259	0	1
1289043	This current study provides the best evidence of Salmonella enteritidis in artificially contaminated eggs (Layer type) by using enrichment broth in empty egg shell samples in comparison to culturing samples from yolk, albumen or from shell above the air cell (with the outer shell membrane).	yolk	212 216	1	0
